http://www.sherdog.com/fighter/Tim-Kennedy-2830,Tim Kennedy,1979-09-01T00:00:00.000-04:00,71,185,Jackson-Wink MMA,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Emil-Weber-Meek-66143,Emil Weber Meek,1988-08-20T00:00:00.000-04:00,71,170,MMA Trondheim Frontline Academy,Norway,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Jordan-Mein-6749,Jordan Mein,1989-10-10T00:00:00.000-04:00,71,170,Canadian Martial Arts Centre,Canada,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Misha-Cirkunov-59197,Misha Cirkunov,1987-02-27T00:00:00.000-05:00,75,205,Xtreme Couture,Latvia,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Nikita-Krylov-110937,Nikita Krylov,1992-03-07T00:00:00.000-05:00,75,205,Vale Tudo MMA Academy,Ukraine,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Olivier-AubinMercier-86241,Olivier Aubin-Mercier,1989-02-23T00:00:00.000-05:00,69,155,H2O MMA Tristar Gym,Canada,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Drew-Dober-23982,Drew Dober,1988-10-19T00:00:00.000-04:00,68,155,MidAmerica Martial Arts,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Viviane-Pereira-136367,Viviane Pereira,1993-08-28T00:00:00.000-04:00,60,115,Dragon Kombat,Brazil,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Valerie-Letourneau-21851,Valerie Letourneau,1983-04-29T00:00:00.000-04:00,67,116,American Top Team,Canada,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Matthew-Lopez-136139,Matthew Lopez,1987-01-21T00:00:00.000-05:00,67,135,Reign MMA,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Mitch-Gagnon-37404,Mitch Gagnon,1984-10-10T00:00:00.000-04:00,66,135,Troop MMA,Canada,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Lando-Vannata-82446,Lando Vannata,1992-03-14T00:00:00.000-05:00,69,155,Jackson-Wink MMA,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/John-Makdessi-37402,John Makdessi,1985-05-03T00:00:00.000-04:00,68,155,Tristar Gym,Canada,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Rustam-Khabilov-45417,Rustam Khabilov,1986-11-04T00:00:00.000-05:00,68,155,Jackson-Wink MMA,Russia,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Jason-Saggo-58213,Jason Saggo,1985-11-23T00:00:00.000-05:00,71,155,Wulfrun MMA,Canada,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Dustin-Ortiz-58097,Dustin Ortiz,1988-12-25T00:00:00.000-05:00,65,125,Roufusport,United States,2017-01-04T20:21:21.176-05:00
